ID,Athlete_ID,Name,Sex,Age,Height,Weight,Country_Code,Region,Games,Year,Season,City,Sport,Event,Medal
30000,869,Gabrielle Marie Adcock,F,25,167.0,,GBR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
30001,22,Andreea Aanei,F,22,170.0,125.0,ROU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Womens Super Heavyweight,
30002,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Individual All Around,
30003,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Floor Exercise,
30004,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Parallel Bars,
30005,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Horizontal Bar,
30006,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Rings,
30007,51,Nstor Abad Sanjun,M,23,167.0,64.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Pommelled Horse,
30008,55,Antonio Abadia Beci,M,26,170.0,65.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 5000 metres,
30009,62,Giovanni Abagnale,M,21,198.0,90.0,ITA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Mens Coxless Pairs,Bronze
30010,65,Patimat Abakarova,F,21,165.0,49.0,AZE,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Womens Flyweight,Bronze
30011,73,Luc Abalo,M,31,182.0,86.0,FRA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Mens Handball,Silver
30012,105,Ilyas Abbadi,M,23,175.0,75.0,ALG,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Middleweight,
30013,110,Abubakar Abbas Abbas,M,20,175.0,66.0,BRN,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 400 metres,
30014,135,Lois Abbingh,F,23,178.0,72.0,NED,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Womens Handball,
30015,138,Salwan Jasim Abbood Abbood,M,24,180.0,104.0,IRQ,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Heavyweight,
30016,141,Clare Abbott,F,30,167.0,58.0,IRL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,Equestrianism Mixed Three Day Event Individual,
30017,141,Clare Abbott,F,30,167.0,58.0,IRL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,Equestrianism Mixed Three Day Event Team,
30018,149,Mara Katherine Abbott,F,30,163.0,52.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Womens Road Race Individual,
30019,161,Hossam Abdalla,M,28,203.0,97.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30020,170,Maha Abdalsalam Gouda,F,18,172.0,61.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Womens Platform,
30021,203,Ahmed Abdel Naeim,M,31,197.0,87.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30022,213,Samy Abdel Razek,M,36,170.0,60.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Mens Air Pistol 10 metres,
30023,213,Samy Abdel Razek,M,36,170.0,60.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Mens Free Pistol 50 metres,
30024,225,Shaimaa Abdel Latif Hashad,F,35,165.0,57.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Womens Air Rifle 10 metres,
30025,227,Ahmed Abdelaal,M,27,188.0,89.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30026,228,Mahmoud Abdelaal,M,24,176.0,60.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Lightweight,
30027,229,Mohamed Ali Abdelaal,M,26,175.0,81.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Mens Half Middleweight,
30028,232,Ibrahim Ramadan Ibrahim Abdelbaki,M,28,173.0,77.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Middleweight,
30029,236,Ragab Abdelhay Saad Abdelrazek Abdallah,M,25,170.0,94.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Middle Heavyweight,
30030,239,Ayoub Abdellaoui,M,23,184.0,68.0,ALG,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,
30031,240,Leila Abdelmoez,F,19,160.0,46.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Womens Team,
30032,242,Ahmed Abdelrahman,M,20,165.0,60.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Mens Extra Lightweight,
30033,246,Mamdouh Abdelrehim,M,26,207.0,90.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30034,250,Saeid Morad Abdevali,M,26,170.0,80.0,IRI,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Mens Middleweight Greco Roman,Bronze
30035,251,Bashir Abdi,M,27,176.0,56.0,BEL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 5000 metres,
30036,251,Bashir Abdi,M,27,176.0,56.0,BEL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 10000 metres,
30037,269,Fawziya Abdoulkarim,F,27,180.0,67.0,CMR,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Womens Volleyball,
30038,272,Berik Abdrakhmanov,M,30,165.0,60.0,KAZ,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Lightweight,
30039,273,Maizurah Abdul Rahim,F,17,147.0,50.0,BRU,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 200 metres,
30040,335,Abdulqdir Abdullayev,M,28,188.0,91.0,AZE,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Heavyweight,
30041,338,Muminzhon Abdullayev,M,26,190.0,130.0,UZB,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Mens Super Heavyweight Greco Roman,
30042,349,Waheed Abdulridha Waheed Karaawi,M,33,178.0,74.0,IRQ,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Middleweight,
30043,354,Bekzod Makhamadzhonovich Abdurakhmonov,M,26,172.0,74.0,UZB,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Mens Middleweight Freestyle,
30044,355,Mukhamadmurod Abdurakhmonov,M,29,192.0,117.0,TJK,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Mens Heavyweight,
30045,356,Adlan Aliyevich Abdurashidov,M,26,172.0,60.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Lightweight,
30046,383,Mojtaba Abedini Shormasti,M,31,180.0,83.0,IRI,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Fencing Mens Sabre Individual,
30047,395,Jennifer Abel,F,24,160.0,62.0,CAN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Womens Springboard,
30048,395,Jennifer Abel,F,24,160.0,62.0,CAN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Womens Synchronized Springboard,
30049,402,Arthur Abele,M,30,184.0,85.0,DEU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Decathlon,
30050,405,Jos Javier Abella Fanjul,M,22,176.0,66.0,MEX,North America,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,
30051,412,Tesfaye Abera Dibaba,M,24,192.0,68.0,ETH,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Marathon,
30052,430,Matthew Duncan Abeysinghe,M,20,180.0,74.0,SRI,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 100 metres Freestyle,
30053,431,Narek Abgaryan,M,24,166.0,52.0,ARM,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Flyweight,
30054,433,Pablo Abin Vicen,M,31,177.0,68.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mens Singles,
30055,442,Catherine Abilla Awino,F,27,162.0,56.0,KEN,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,
30056,444,Camille Anne Franoise Abily,F,31,168.0,60.0,FRA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Womens Football,
30057,446,Bode Abiodun,M,35,170.0,68.0,NGR,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Mens Team,
30058,451,Diana Monteiro Abla,F,21,175.0,75.0,BRA,South America,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Womens Water Polo,
30059,455,Denis Mikhaylovich Ablyazin,M,24,161.0,62.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Team All Around,Silver
30060,455,Denis Mikhaylovich Ablyazin,M,24,161.0,62.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Floor Exercise,
30061,455,Denis Mikhaylovich Ablyazin,M,24,161.0,62.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Horse Vault,Silver
30062,455,Denis Mikhaylovich Ablyazin,M,24,161.0,62.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Rings,Bronze
30063,457,Thorine Christelle Aboa Mbeza,F,23,182.0,78.0,CMR,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Womens Volleyball,
30064,465,Matthew Abood,M,30,197.0,92.0,AUS,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 50 metres Freestyle,
30065,465,Matthew Abood,M,30,197.0,92.0,AUS,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,Bronze
30066,468,Abdelhalim Muhammad Abou,M,27,210.0,88.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30067,471,Ashraf Abou El Hassan,M,41,186.0,86.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30068,494,Mamdouh Taha Al Husseini Abouebaid,M,28,183.0,85.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Mens Handball,
30069,495,Alaaeldin Ahmad El Sayyid Abouelkassem,M,25,188.0,87.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Fencing Mens Foil Individual,
30070,495,Alaaeldin Ahmad El Sayyid Abouelkassem,M,25,188.0,87.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Fencing Mens Foil Team,
30071,510,Melita Isidora Abraham Schssler,F,19,170.0,62.0,CHI,South America,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Womens Lightweight Double Sculls,
30072,511,Tadesse Abraham,M,33,178.0,61.0,SUI,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Marathon,
30073,533,Yelena Vasilyevna Abramchuk,F,28,182.0,95.0,BLR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Shot Put,
30074,551,Aliyah Abrams,F,19,163.0,53.0,GUY,South America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 400 metres,
30075,554,Benik Abramyan,M,31,186.0,115.0,GEO,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Shot Put,
30076,563,Diogo Ferreira Tribolet de Abreu,M,22,183.0,73.0,POR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Mens Individual,
30077,574,rika Abril Surez,F,38,164.0,52.0,COL,South America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Marathon,
30078,576,Alejandro Abrines Redondo,M,23,198.0,93.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Mens Basketball,Bronze
30079,578,Bourhan Abro,M,21,180.0,70.0,DJI,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 50 metres Freestyle,
30080,579,Anastasiya Aleksandrovna Abrosimova,F,26,164.0,51.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Womens Olympic Distance,
30081,583,Julien Absalon,M,35,180.0,68.0,FRA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Mens Mountainbike Cross Country,
30082,593,Methkal Marouf Abu Drais,M,32,168.0,67.0,JOR,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Marathon,
30083,608,Ahmad Abughaush,M,20,178.0,68.0,JOR,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Mens Featherweight,Gold
30084,611,Mohammed Abukhousa,M,23,170.0,67.0,PLE,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 100 metres,
30085,613,Kariman Abuljadayel,F,22,180.0,70.0,KSA,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 100 metres,
30086,650,Javier Carlos Acevedo,M,18,182.0,68.0,CAN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 100 metres Backstroke,
30087,650,Javier Carlos Acevedo,M,18,182.0,68.0,CAN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 4 x 100 metres Medley Relay,
30088,652,Nicole Jocelin Acevedo Tangarife,F,21,166.0,70.0,COL,South America,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,
30089,653,Sharon Evelin Acevedo Tangarife,F,23,170.0,61.0,COL,South America,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,
30090,658,Jaouad Achab,M,23,175.0,64.0,BEL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Mens Featherweight,
30091,660,Karem Faride Achach Ramrez,F,25,169.0,60.0,MEX,North America,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Womens Duet,
30092,663,Sharath Kamal Achanta,M,34,186.0,85.0,IND,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Mens Singles,
30093,668,Gemma Acheampong,F,23,163.0,54.0,GHA,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 4 x 100 metres Relay,
30094,683,Natalie Chioma Achonwa,F,23,190.0,86.0,CAN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Womens Basketball,
30095,690,Chantal Achterberg,F,31,172.0,72.0,NED,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Womens Quadruple Sculls,Silver
30096,710,Bryan Josu Acosta Ramos,M,22,175.0,74.0,HON,North America,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,
30097,715,Julio Csar Acosta Gonzlez,M,29,160.0,62.0,CHI,South America,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Featherweight,
30098,720,Marcelo Alberto Acosta Jimnez,M,20,,,ESA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 200 metres Freestyle,
30099,720,Marcelo Alberto Acosta Jimnez,M,20,,,ESA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 400 metres Freestyle,
30100,720,Marcelo Alberto Acosta Jimnez,M,20,,,ESA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 1500 metres Freestyle,
30101,721,Mara Jos Acosta Acosta,F,24,172.0,69.0,VEN,South America,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Womens Light Heavyweight Freestyle,
30102,726,Tanya Acosta,F,25,182.0,70.0,ARG,South America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Womens Volleyball,
30103,742,Roberto Acua,M,25,208.0,109.0,ARG,South America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Mens Basketball,
30104,743,Arslanbek Aylow,M,23,177.0,75.0,TKM,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Middleweight,
30105,750,Seiya Adachi,M,21,172.0,67.0,JPN,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Mens Water Polo,
30106,760,Constantin Adam,M,20,202.0,105.0,ROU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Mens Coxless Fours,
30107,769,Leonie Adam,F,23,162.0,54.0,DEU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Womens Individual,
30108,804,Antoine Xavier Adams,M,27,180.0,79.0,SKN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 100 metres,
30109,804,Antoine Xavier Adams,M,27,180.0,79.0,SKN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 200 metres,
30110,804,Antoine Xavier Adams,M,27,180.0,79.0,SKN,North America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 4 x 100 metres Relay,
30111,811,Natalie Cammile Adams,F,24,173.0,65.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Womens 200 metres Butterfly,
30112,823,Liam Adams,M,29,178.0,64.0,AUS,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Marathon,
30113,827,Mareike Adams,F,26,174.0,73.0,DEU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Womens Double Sculls,
30114,832,Nicola Virginia Adams,F,33,164.0,51.0,GBR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Womens Flyweight,Gold
30115,834,Paul Adams,M,24,185.0,98.0,AUS,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Mens Skeet,
30116,837,Rachael Alexis Adams,F,26,188.0,81.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Womens Volleyball,Bronze
30117,846,Valerie Kasanita Adams Vili,F,31,193.0,120.0,NZL,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Shot Put,Silver
30118,864,Yasemin Adar,F,24,180.0,75.0,TUR,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Womens Heavyweight Freestyle,
30119,867,Christopher Thomas Adcock,M,27,183.0,80.0,GBR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
30120,894,James Adede,M,29,162.0,92.0,KEN,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Middle Heavyweight,
30121,900,Oluwakemi  Kemi  Adekoya,F,23,166.0,63.0,BRN,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 400 metres,
30122,902,Odunayo Folasade Adekuoroye,F,22,169.0,53.0,NGR,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Womens Featherweight Freestyle,
30123,915,Abrar Osman Adem,M,22,168.0,58.0,ERI,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens 5000 metres,
30124,916,Biko Adema,M,28,177.0,85.0,KEN,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Mens Rugby Sevens,
30125,924,Aminat Oluwafunmilayo Adeniyi,F,23,165.0,58.0,NGR,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Womens Lightweight Freestyle,
30126,925,Adenzia Aparecida Ferreira da Silva,F,29,187.0,65.0,BRA,South America,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Womens Volleyball,
30127,931,Nyakisi Adero,F,30,,,UGA,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Marathon,
30128,944,Haydy Morsy Adil,F,16,168.0,58.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Womens Individual,
30129,954,Adiyasambuu Tsolmon,F,23,165.0,65.0,MGL,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Womens Half Lightweight,
30130,961,Bradley Don Adkins,M,22,188.0,80.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens High Jump,
30131,1004,Aurimas Adomaviius,M,22,204.0,100.0,LTU,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Mens Quadruple Sculls,
30132,1017,Nathan Ghar Jun Adrian,M,27,198.0,100.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 50 metres Freestyle,Bronze
30133,1017,Nathan Ghar Jun Adrian,M,27,198.0,100.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 100 metres Freestyle,Bronze
30134,1017,Nathan Ghar Jun Adrian,M,27,198.0,100.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,Gold
30135,1017,Nathan Ghar Jun Adrian,M,27,198.0,100.0,USA,North America,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 4 x 100 metres Medley Relay,Gold
30136,1018,Vera Adrian,F,22,168.0,57.0,NAM,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Womens Road Race Individual,
30137,1023,Adriana Moiss Pinto,F,37,170.0,65.0,BRA,South America,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Womens Basketball,
30138,1035,Erkin Adylbek uulu,M,25,190.0,80.0,KGZ,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Mens Light Heavyweight,
30139,1052,Jasper Aerents,M,23,191.0,86.0,BEL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 50 metres Freestyle,
30140,1052,Jasper Aerents,M,23,191.0,86.0,BEL,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,
30141,1068,Brian O Neill Afanador Prez,M,19,175.0,68.0,PUR,North America,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Mens Singles,
30142,1074,Khairulnizam Mohd Afendy,M,23,182.0,70.0,MAL,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mens One Person Dinghy,
30143,1082,Ahmed Afifi,M,28,194.0,92.0,EGY,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Mens Volleyball,
30144,1087,Evelina Afoa,F,17,162.0,60.0,SAM,Australia and Oceania,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Womens 100 metres Backstroke,
30145,1092,Paixo Afonso,M,25,176.0,80.0,ANG,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mens Two Person Dinghy,
30146,1093,Marina Anatolyevna Aframeyeva,F,25,171.0,62.0,RUS,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,Equestrianism Mixed Dressage Individual,
30147,1095,Cecil Sebastian Afrika,M,28,175.0,75.0,RSA,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Mens Rugby Sevens,Bronze
30148,1098,Khristos Afroudakis,M,32,188.0,88.0,GRE,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Mens Water Polo,
30149,1107,Timothy Ernest Victor Kwizera Agaba,M,27,193.0,104.0,RSA,Africa,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Mens Rugby Sevens,Bronze
30150,1114,Luca Agamennoni,M,35,187.0,93.0,ITA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Mens Coxed Eights,
30151,1131,Clarisse Agbegnenou,F,23,164.0,66.0,FRA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Womens Half Middleweight,Silver
30152,1145,Maia Kristiane Agerup,F,21,172.0,,NOR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Womens Skiff,
30153,1146,Ragna Agerup,F,21,168.0,,NOR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Womens Skiff,
30154,1162,Levon Aghasyan,M,21,193.0,75.0,ARM,Asia,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Triple Jump,
30155,1173,Yannick Agnel,M,24,202.0,90.0,FRA,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 200 metres Freestyle,
30156,1195,Salvador Jos Milhazes Agra,M,24,168.0,70.0,POR,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,
30157,1203,Renzo Pasquale Zeglio Agresta,M,31,181.0,76.0,BRA,South America,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,Fencing Mens Sabre Individual,
30158,1213,Norisbeth Isais Agudo Gonzlez,F,24,163.0,55.0,VEN,South America,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Womens Beach Volleyball,
30159,1234,Alessandra Aguilar Morn,F,38,165.0,50.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Marathon,
30160,1242,Evelis Jazmin Aguilar Torres,F,23,173.0,64.0,COL,South America,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Heptathlon,
30161,1243,Felipe Aguilar Mendoza,M,23,191.0,72.0,COL,South America,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,
30162,1244,Felipe Aguilar Schler,M,41,170.0,72.0,CHI,South America,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Mens Individual,
30163,1247,Iaki Aguilar Vicente,M,32,189.0,82.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Mens Water Polo,
30164,1254,Macarena Aguilar Daz,F,31,170.0,67.0,ESP,Europe,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Womens Handball,
